order_id,order_status,order_purchase_timestamp,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay_days,shipping_time_days,shipping_carrier,return_status
12305,delivered,2024-06-29 09:06:00,2024-07-07 09:06:00,2024-07-08 09:06:00,0.0,8.0,In-House,Not Returned
12306,delivered,2024-07-04 14:16:00,2024-07-15 14:16:00,2024-07-13 14:16:00,2.0,11.0,In-House,Not Returned
12307,delivered,2024-04-25 13:53:00,2024-05-03 13:53:00,2024-05-03 13:53:00,0.0,8.0,In-House,Not Returned
12308,delivered,2024-03-21 09:23:00,2024-03-27 09:23:00,2024-03-25 09:23:00,2.0,6.0,In-House,Not Returned
12309,delivered,2024-12-01 20:57:00,2024-12-09 20:57:00,2024-12-09 20:57:00,0.0,8.0,In-House,Not Returned
12310,delivered,2024-08-02 20:23:00,2024-08-04 20:23:00,2024-08-06 20:23:00,0.0,2.0,In-House,Not Returned
12311,delivered,2024-11-08 09:48:00,2024-11-16 09:48:00,2024-11-14 09:48:00,2.0,8.0,In-House,Not Returned
12312,delivered,2024-06-15 11:28:00,2024-06-17 11:28:00,2024-06-20 11:28:00,0.0,2.0,In-House,Returned
12313,delivered,2024-07-08 10:08:00,2024-07-16 10:08:00,2024-07-18 10:08:00,0.0,8.0,In-House,Returned
12314,delivered,2024-03-23 10:54:00,2024-04-04 10:54:00,2024-04-01 10:54:00,3.0,12.0,FedEx,Returned
12315,delivered,2024-12-30 14:34:00,2025-01-08 14:34:00,2025-01-08 14:34:00,0.0,9.0,In-House,Not Returned
12316,delivered,2024-04-15 08:39:00,2024-04-27 08:39:00,2024-04-24 08:39:00,3.0,12.0,FedEx,Not Returned
12317,delivered,2024-03-31 14:51:00,2024-04-09 14:51:00,2024-04-10 14:51:00,0.0,9.0,In-House,Returned
12318,delivered,2024-05-05 09:36:00,2024-05-14 09:36:00,2024-05-13 09:36:00,1.0,9.0,In-House,Not Returned
12319,delivered,2024-12-15 08:08:00,2024-12-23 08:08:00,2024-12-22 08:08:00,1.0,8.0,In-House,Not Returned
12320,delivered,2024-02-06 11:20:00,2024-02-10 11:20:00,2024-02-12 11:20:00,0.0,4.0,In-House,Returned
12321,delivered,2024-08-12 10:39:00,2024-08-22 10:39:00,2024-08-19 10:39:00,3.0,10.0,In-House,Not Returned
12322,delivered,2024-01-21 18:42:00,2024-01-28 18:42:00,2024-01-25 18:42:00,3.0,7.0,In-House,Not Returned
12323,delivered,2024-03-04 08:54:00,2024-03-15 08:54:00,2024-03-12 08:54:00,3.0,11.0,In-House,Not Returned
12324,cancelled,2024-07-06 17:44:00,,2024-07-10 17:44:00,,,In-House,
12325,delivered,2024-04-17 18:35:00,2024-04-26 18:35:00,2024-04-24 18:35:00,2.0,9.0,UPS,Not Returned
12326,cancelled,2024-12-29 13:05:00,,2025-01-07 13:05:00,,,In-House,
12327,delivered,2024-05-31 19:49:00,2024-06-07 19:49:00,2024-06-07 19:49:00,0.0,7.0,In-House,Not Returned
12328,delivered,2024-10-17 10:12:00,2024-10-26 10:12:00,2024-10-25 10:12:00,1.0,9.0,In-House,Not Returned
12329,delivered,2024-09-24 17:01:00,2024-09-24 17:01:00,2024-09-27 17:01:00,0.0,0.0,In-House,Not Returned
12330,delivered,2024-06-06 10:10:00,2024-06-12 10:10:00,2024-06-09 10:10:00,3.0,6.0,In-House,Not Returned
12331,delivered,2024-08-13 16:19:00,2024-08-20 16:19:00,2024-08-19 16:19:00,1.0,7.0,In-House,Not Returned
12332,delivered,2024-11-07 12:39:00,2024-11-14 12:39:00,2024-11-11 12:39:00,3.0,7.0,In-House,Not Returned
12333,delivered,2024-04-18 16:33:00,2024-04-21 16:33:00,2024-04-24 16:33:00,0.0,3.0,In-House,Not Returned
12334,delivered,2024-07-05 08:19:00,2024-07-10 08:19:00,2024-07-12 08:19:00,0.0,5.0,In-House,Not Returned
12335,delivered,2024-11-12 10:15:00,2024-11-16 10:15:00,2024-11-16 10:15:00,0.0,4.0,In-House,Not Returned
12336,delivered,2024-09-24 18:39:00,2024-10-01 18:39:00,2024-09-29 18:39:00,2.0,7.0,In-House,Returned
12337,delivered,2024-03-30 18:13:00,2024-04-01 18:13:00,2024-04-04 18:13:00,0.0,2.0,In-House,Not Returned
12338,delivered,2024-04-25 18:06:00,2024-05-06 18:06:00,2024-05-03 18:06:00,3.0,11.0,In-House,Not Returned
12339,delivered,2024-11-28 08:54:00,2024-12-11 08:54:00,2024-12-08 08:54:00,3.0,13.0,In-House,Not Returned
12340,delivered,2024-04-13 18:01:00,2024-04-20 18:01:00,2024-04-18 18:01:00,2.0,7.0,In-House,Not Returned
12341,delivered,2024-09-16 15:53:00,2024-09-27 15:53:00,2024-09-25 15:53:00,2.0,11.0,In-House,Not Returned
12342,delivered,2024-08-16 08:03:00,2024-08-22 08:03:00,2024-08-23 08:03:00,0.0,6.0,In-House,Not Returned
12343,delivered,2024-12-19 20:57:00,2024-12-24 20:57:00,2024-12-26 20:57:00,0.0,5.0,In-House,Not Returned
12344,delivered,2024-01-21 13:47:00,2024-01-26 13:47:00,2024-01-26 13:47:00,0.0,5.0,In-House,Not Returned
12345,delivered,2024-02-02 15:49:00,2024-02-07 15:49:00,2024-02-10 15:49:00,0.0,5.0,In-House,Not Returned
12346,delivered,2024-05-04 10:12:00,2024-05-12 10:12:00,2024-05-09 10:12:00,3.0,8.0,FedEx,Not Returned
12347,delivered,2024-10-01 08:37:00,2024-10-11 08:37:00,2024-10-08 08:37:00,3.0,10.0,In-House,Not Returned
12348,delivered,2024-09-01 11:05:00,2024-09-10 11:05:00,2024-09-08 11:05:00,2.0,9.0,In-House,Not Returned
12349,delivered,2024-10-04 14:00:00,2024-10-08 14:00:00,2024-10-08 14:00:00,0.0,4.0,In-House,Not Returned
12350,delivered,2024-10-24 15:47:00,2024-10-31 15:47:00,2024-11-02 15:47:00,0.0,7.0,In-House,Not Returned
12351,delivered,2024-10-28 11:29:00,2024-11-05 11:29:00,2024-11-05 11:29:00,0.0,8.0,In-House,Not Returned
12352,delivered,2024-07-27 11:25:00,2024-07-31 11:25:00,2024-07-31 11:25:00,0.0,4.0,In-House,Not Returned
12353,delivered,2024-09-16 11:50:00,2024-09-17 11:50:00,2024-09-20 11:50:00,0.0,1.0,In-House,Not Returned
12354,delivered,2024-09-29 15:35:00,2024-10-06 15:35:00,2024-10-04 15:35:00,2.0,7.0,UPS,Not Returned
12355,delivered,2024-11-16 18:54:00,2024-11-25 18:54:00,2024-11-24 18:54:00,1.0,9.0,In-House,Not Returned
12356,delivered,2024-01-04 10:42:00,2024-01-14 10:42:00,2024-01-11 10:42:00,3.0,10.0,In-House,Not Returned
12357,delivered,2024-03-24 09:01:00,2024-04-03 09:01:00,2024-03-31 09:01:00,3.0,10.0,In-House,Not Returned
12358,delivered,2024-08-14 13:24:00,2024-08-25 13:24:00,2024-08-22 13:24:00,3.0,11.0,In-House,Not Returned
12359,delivered,2024-02-25 19:48:00,2024-02-29 19:48:00,2024-03-01 19:48:00,0.0,4.0,In-House,Returned
12360,delivered,2024-06-12 11:19:00,2024-06-16 11:19:00,2024-06-15 11:19:00,1.0,4.0,DHL,Not Returned
12361,delivered,2024-10-19 16:53:00,2024-10-27 16:53:00,2024-10-25 16:53:00,2.0,8.0,In-House,Returned
12362,delivered,2024-03-28 19:06:00,2024-04-05 19:06:00,2024-04-06 19:06:00,0.0,8.0,In-House,Not Returned
12363,cancelled,2024-11-30 08:49:00,,2024-12-09 08:49:00,,,In-House,
12364,delivered,2024-05-14 19:35:00,2024-05-19 19:35:00,2024-05-22 19:35:00,0.0,5.0,In-House,Not Returned
12365,cancelled,2024-06-05 14:42:00,,2024-06-14 14:42:00,,,In-House,
12366,cancelled,2024-06-06 12:31:00,,2024-06-15 12:31:00,,,In-House,
12367,delivered,2024-07-25 16:20:00,2024-08-04 16:20:00,2024-08-04 16:20:00,0.0,10.0,In-House,Not Returned
12368,delivered,2024-05-20 17:10:00,2024-05-29 17:10:00,2024-05-28 17:10:00,1.0,9.0,In-House,Not Returned
12369,delivered,2024-05-30 08:11:00,2024-06-04 08:11:00,2024-06-04 08:11:00,0.0,5.0,In-House,Not Returned
12370,delivered,2024-10-12 12:26:00,2024-10-21 12:26:00,2024-10-19 12:26:00,2.0,9.0,In-House,Not Returned
12371,delivered,2024-05-20 12:51:00,2024-05-27 12:51:00,2024-05-29 12:51:00,0.0,7.0,In-House,Not Returned
12372,cancelled,2024-10-30 18:35:00,,2024-11-02 18:35:00,,,In-House,
12373,delivered,2024-05-07 11:31:00,2024-05-12 11:31:00,2024-05-13 11:31:00,0.0,5.0,In-House,Returned
12374,delivered,2024-02-21 19:47:00,2024-02-23 19:47:00,2024-02-25 19:47:00,0.0,2.0,In-House,Not Returned
12375,delivered,2024-05-25 10:56:00,2024-06-01 10:56:00,2024-06-01 10:56:00,0.0,7.0,In-House,Not Returned
12376,delivered,2024-07-30 13:10:00,2024-08-11 13:10:00,2024-08-09 13:10:00,2.0,12.0,In-House,Not Returned
12377,delivered,2024-10-14 15:08:00,2024-10-24 15:08:00,2024-10-24 15:08:00,0.0,10.0,In-House,Not Returned
12378,delivered,2024-12-19 08:51:00,2024-12-26 08:51:00,2024-12-24 08:51:00,2.0,7.0,In-House,Not Returned
12379,delivered,2024-07-03 12:12:00,2024-07-13 12:12:00,2024-07-13 12:12:00,0.0,10.0,In-House,Not Returned
12380,delivered,2024-08-27 08:40:00,2024-09-03 08:40:00,2024-08-31 08:40:00,3.0,7.0,In-House,Not Returned
12381,delivered,2024-05-10 11:32:00,2024-05-16 11:32:00,2024-05-13 11:32:00,3.0,6.0,In-House,Not Returned
12382,delivered,2024-11-24 13:00:00,2024-12-06 13:00:00,2024-12-03 13:00:00,3.0,12.0,In-House,Not Returned
12383,delivered,2024-09-27 09:03:00,2024-10-02 09:03:00,2024-10-01 09:03:00,1.0,5.0,In-House,Not Returned
12384,delivered,2024-10-16 19:34:00,2024-10-25 19:34:00,2024-10-25 19:34:00,0.0,9.0,In-House,Not Returned
12385,delivered,2024-05-24 19:27:00,2024-05-29 19:27:00,2024-05-27 19:27:00,2.0,5.0,In-House,Not Returned
12386,delivered,2024-10-12 14:20:00,2024-10-17 14:20:00,2024-10-20 14:20:00,0.0,5.0,In-House,Not Returned
12387,delivered,2024-10-20 12:58:00,2024-10-26 12:58:00,2024-10-26 12:58:00,0.0,6.0,In-House,Not Returned
12388,delivered,2024-05-21 18:04:00,2024-05-24 18:04:00,2024-05-25 18:04:00,0.0,3.0,In-House,Not Returned
12389,delivered,2024-02-07 15:51:00,2024-02-20 15:51:00,2024-02-17 15:51:00,3.0,13.0,In-House,Not Returned
12390,delivered,2024-01-11 17:33:00,2024-01-16 17:33:00,2024-01-19 17:33:00,0.0,5.0,In-House,Not Returned
12391,delivered,2024-01-05 20:21:00,2024-01-12 20:21:00,2024-01-14 20:21:00,0.0,7.0,In-House,Not Returned
12392,delivered,2024-10-26 18:07:00,2024-11-06 18:07:00,2024-11-03 18:07:00,3.0,11.0,In-House,Not Returned
12393,delivered,2024-10-21 11:41:00,2024-10-24 11:41:00,2024-10-24 11:41:00,0.0,3.0,In-House,Not Returned
12394,delivered,2024-03-16 14:03:00,2024-03-21 14:03:00,2024-03-19 14:03:00,2.0,5.0,In-House,Not Returned
12395,delivered,2024-03-06 15:15:00,2024-03-18 15:15:00,2024-03-15 15:15:00,3.0,12.0,In-House,Not Returned
12396,delivered,2024-04-27 14:53:00,2024-05-07 14:53:00,2024-05-07 14:53:00,0.0,10.0,In-House,Not Returned
12397,delivered,2024-05-18 08:17:00,2024-05-24 08:17:00,2024-05-27 08:17:00,0.0,6.0,In-House,Not Returned
12398,delivered,2024-03-11 20:15:00,2024-03-19 20:15:00,2024-03-18 20:15:00,1.0,8.0,UPS,Returned
12399,delivered,2024-04-16 12:39:00,2024-04-22 12:39:00,2024-04-20 12:39:00,2.0,6.0,In-House,Not Returned
12400,delivered,2024-04-15 17:02:00,2024-04-26 17:02:00,2024-04-25 17:02:00,1.0,11.0,In-House,Not Returned
12401,delivered,2024-09-16 14:41:00,2024-09-23 14:41:00,2024-09-24 14:41:00,0.0,7.0,In-House,Returned
12402,delivered,2024-03-02 12:56:00,2024-03-11 12:56:00,2024-03-09 12:56:00,2.0,9.0,In-House,Not Returned
12403,delivered,2024-04-07 08:33:00,2024-04-10 08:33:00,2024-04-10 08:33:00,0.0,3.0,In-House,Not Returned
12404,delivered,2024-09-01 11:17:00,2024-09-07 11:17:00,2024-09-05 11:17:00,2.0,6.0,In-House,Not Returned
12405,delivered,2024-07-13 09:58:00,2024-07-16 09:58:00,2024-07-19 09:58:00,0.0,3.0,In-House,Not Returned
12406,delivered,2024-06-07 11:15:00,2024-06-13 11:15:00,2024-06-14 11:15:00,0.0,6.0,In-House,Not Returned
12407,delivered,2024-12-25 08:17:00,2024-12-29 08:17:00,2024-12-31 08:17:00,0.0,4.0,In-House,Not Returned
12408,delivered,2024-01-09 12:17:00,2024-01-13 12:17:00,2024-01-13 12:17:00,0.0,4.0,UPS,Not Returned
12409,delivered,2024-05-07 14:58:00,2024-05-13 14:58:00,2024-05-15 14:58:00,0.0,6.0,In-House,Not Returned
12410,cancelled,2024-03-12 09:20:00,,2024-03-16 09:20:00,,,In-House,
12411,delivered,2024-12-04 15:19:00,2024-12-09 15:19:00,2024-12-07 15:19:00,2.0,5.0,In-House,Not Returned
12412,delivered,2024-03-29 12:36:00,2024-04-01 12:36:00,2024-04-01 12:36:00,0.0,3.0,In-House,Not Returned
12413,delivered,2024-02-26 16:06:00,2024-03-10 16:06:00,2024-03-07 16:06:00,3.0,13.0,In-House,Not Returned
12414,delivered,2024-07-25 19:39:00,2024-07-28 19:39:00,2024-07-30 19:39:00,0.0,3.0,In-House,Not Returned
12415,delivered,2024-01-14 19:28:00,2024-01-21 19:28:00,2024-01-24 19:28:00,0.0,7.0,In-House,Returned
12416,delivered,2024-07-27 17:25:00,2024-08-02 17:25:00,2024-07-30 17:25:00,3.0,6.0,In-House,Not Returned
12417,delivered,2024-03-21 18:01:00,2024-03-27 18:01:00,2024-03-25 18:01:00,2.0,6.0,In-House,Not Returned
12418,delivered,2024-02-03 15:58:00,2024-02-11 15:58:00,2024-02-12 15:58:00,0.0,8.0,In-House,Not Returned
12419,delivered,2024-03-09 18:19:00,2024-03-20 18:19:00,2024-03-18 18:19:00,2.0,11.0,In-House,Not Returned
12420,delivered,2024-08-28 14:04:00,2024-09-06 14:04:00,2024-09-06 14:04:00,0.0,9.0,In-House,Not Returned
12421,delivered,2024-09-01 17:22:00,2024-09-06 17:22:00,2024-09-09 17:22:00,0.0,5.0,In-House,Not Returned
12422,delivered,2024-04-22 10:32:00,2024-04-23 10:32:00,2024-04-25 10:32:00,0.0,1.0,In-House,Not Returned
12423,delivered,2024-02-18 20:52:00,2024-02-21 20:52:00,2024-02-23 20:52:00,0.0,3.0,In-House,Not Returned
12424,delivered,2024-04-25 18:18:00,2024-05-05 18:18:00,2024-05-04 18:18:00,1.0,10.0,In-House,Not Returned
12425,delivered,2024-12-29 09:13:00,2025-01-03 09:13:00,2025-01-02 09:13:00,1.0,5.0,In-House,Not Returned
12426,delivered,2024-03-08 08:41:00,2024-03-15 08:41:00,2024-03-17 08:41:00,0.0,7.0,In-House,Returned
12427,delivered,2024-07-16 08:52:00,2024-07-24 08:52:00,2024-07-21 08:52:00,3.0,8.0,In-House,Not Returned
12428,delivered,2024-03-14 17:05:00,2024-03-18 17:05:00,2024-03-21 17:05:00,0.0,4.0,In-House,Not Returned
12429,delivered,2024-07-22 10:39:00,2024-07-31 10:39:00,2024-07-30 10:39:00,1.0,9.0,In-House,Not Returned
12430,delivered,2024-04-06 12:04:00,2024-04-12 12:04:00,2024-04-12 12:04:00,0.0,6.0,In-House,Not Returned
12431,delivered,2024-04-19 10:24:00,2024-04-22 10:24:00,2024-04-25 10:24:00,0.0,3.0,DHL,Not Returned
12432,delivered,2024-05-23 12:37:00,2024-05-26 12:37:00,2024-05-26 12:37:00,0.0,3.0,In-House,Not Returned
12433,delivered,2024-05-10 10:39:00,2024-05-12 10:39:00,2024-05-15 10:39:00,0.0,2.0,In-House,Returned
12434,delivered,2024-12-08 16:21:00,2024-12-14 16:21:00,2024-12-13 16:21:00,1.0,6.0,FedEx,Not Returned
12435,delivered,2024-08-06 12:59:00,2024-08-09 12:59:00,2024-08-12 12:59:00,0.0,3.0,In-House,Not Returned
12436,delivered,2024-04-26 12:30:00,2024-05-08 12:30:00,2024-05-06 12:30:00,2.0,12.0,In-House,Not Returned
12437,delivered,2024-06-26 12:55:00,2024-06-29 12:55:00,2024-07-02 12:55:00,0.0,3.0,In-House,Not Returned
12438,delivered,2024-07-22 10:01:00,2024-07-24 10:01:00,2024-07-25 10:01:00,0.0,2.0,In-House,Not Returned
12439,delivered,2024-04-11 20:19:00,2024-04-17 20:19:00,2024-04-16 20:19:00,1.0,6.0,In-House,Not Returned
12440,delivered,2024-09-29 09:59:00,2024-10-06 09:59:00,2024-10-05 09:59:00,1.0,7.0,In-House,Not Returned
12441,delivered,2024-07-10 16:17:00,2024-07-13 16:17:00,2024-07-13 16:17:00,0.0,3.0,In-House,Not Returned
12442,delivered,2024-10-03 12:33:00,2024-10-08 12:33:00,2024-10-10 12:33:00,0.0,5.0,In-House,Not Returned
12443,delivered,2024-07-24 08:37:00,2024-07-29 08:37:00,2024-07-28 08:37:00,1.0,5.0,In-House,Not Returned
12444,delivered,2024-08-27 20:26:00,2024-08-31 20:26:00,2024-09-02 20:26:00,0.0,4.0,In-House,Not Returned
12445,delivered,2024-05-08 12:03:00,2024-05-15 12:03:00,2024-05-17 12:03:00,0.0,7.0,In-House,Not Returned
12446,delivered,2024-01-31 09:49:00,2024-02-03 09:49:00,2024-02-03 09:49:00,0.0,3.0,In-House,Not Returned
12447,delivered,2024-05-04 16:06:00,2024-05-13 16:06:00,2024-05-14 16:06:00,0.0,9.0,In-House,Not Returned
12448,delivered,2024-10-29 08:29:00,2024-11-03 08:29:00,2024-11-02 08:29:00,1.0,5.0,In-House,Returned
12449,delivered,2024-05-21 08:27:00,2024-05-31 08:27:00,2024-05-29 08:27:00,2.0,10.0,In-House,Not Returned
12450,delivered,2024-08-15 13:56:00,2024-08-19 13:56:00,2024-08-22 13:56:00,0.0,4.0,In-House,Not Returned
12451,delivered,2024-11-22 18:56:00,2024-11-28 18:56:00,2024-12-01 18:56:00,0.0,6.0,In-House,Not Returned
12452,delivered,2024-04-28 15:20:00,2024-05-05 15:20:00,2024-05-06 15:20:00,0.0,7.0,In-House,Not Returned
12453,delivered,2024-02-06 19:40:00,2024-02-12 19:40:00,2024-02-15 19:40:00,0.0,6.0,In-House,Not Returned
12454,delivered,2024-07-14 17:33:00,2024-07-24 17:33:00,2024-07-21 17:33:00,3.0,10.0,In-House,Not Returned
12455,delivered,2024-12-29 09:32:00,2025-01-04 09:32:00,2025-01-03 09:32:00,1.0,6.0,In-House,Returned
12456,delivered,2024-09-24 08:56:00,2024-10-02 08:56:00,2024-10-01 08:56:00,1.0,8.0,In-House,Not Returned
12457,delivered,2024-12-06 12:26:00,2024-12-16 12:26:00,2024-12-16 12:26:00,0.0,10.0,In-House,Not Returned
12458,delivered,2024-11-22 14:49:00,2024-11-30 14:49:00,2024-11-30 14:49:00,0.0,8.0,In-House,Not Returned
12459,delivered,2024-11-23 08:54:00,2024-11-29 08:54:00,2024-11-26 08:54:00,3.0,6.0,In-House,Not Returned
12460,delivered,2024-02-12 16:58:00,2024-02-20 16:58:00,2024-02-21 16:58:00,0.0,8.0,In-House,Not Returned
12461,delivered,2024-10-26 15:57:00,2024-11-02 15:57:00,2024-11-03 15:57:00,0.0,7.0,In-House,Not Returned
12462,delivered,2024-12-28 11:16:00,2025-01-04 11:16:00,2025-01-03 11:16:00,1.0,7.0,In-House,Not Returned
12463,cancelled,2024-01-22 15:24:00,,2024-01-28 15:24:00,,,In-House,
12464,delivered,2024-03-01 10:51:00,2024-03-12 10:51:00,2024-03-09 10:51:00,3.0,11.0,In-House,Not Returned
12465,delivered,2024-01-21 14:12:00,2024-01-24 14:12:00,2024-01-27 14:12:00,0.0,3.0,In-House,Not Returned
12466,delivered,2024-07-23 13:04:00,2024-07-23 13:04:00,2024-07-26 13:04:00,0.0,0.0,UPS,Not Returned
12467,delivered,2024-10-17 09:11:00,2024-10-24 09:11:00,2024-10-22 09:11:00,2.0,7.0,In-House,Not Returned
12468,delivered,2024-07-30 14:06:00,2024-07-31 14:06:00,2024-08-03 14:06:00,0.0,1.0,In-House,Not Returned
12469,delivered,2024-06-29 16:01:00,2024-06-30 16:01:00,2024-07-03 16:01:00,0.0,1.0,In-House,Not Returned
12470,delivered,2024-08-22 08:59:00,2024-09-02 08:59:00,2024-08-30 08:59:00,3.0,11.0,In-House,Not Returned
12471,delivered,2024-10-12 15:38:00,2024-10-19 15:38:00,2024-10-21 15:38:00,0.0,7.0,In-House,Not Returned
12472,delivered,2024-06-27 11:20:00,2024-07-07 11:20:00,2024-07-06 11:20:00,1.0,10.0,In-House,Returned
12473,delivered,2024-06-29 14:11:00,2024-06-29 14:11:00,2024-07-02 14:11:00,0.0,0.0,In-House,Not Returned
12474,delivered,2024-06-05 14:12:00,2024-06-13 14:12:00,2024-06-13 14:12:00,0.0,8.0,In-House,Returned
12475,delivered,2024-11-14 16:04:00,2024-11-19 16:04:00,2024-11-17 16:04:00,2.0,5.0,In-House,Not Returned
12476,delivered,2024-05-15 16:14:00,2024-05-25 16:14:00,2024-05-24 16:14:00,1.0,10.0,In-House,Not Returned
12477,delivered,2024-03-22 19:53:00,2024-03-30 19:53:00,2024-03-31 19:53:00,0.0,8.0,In-House,Not Returned
12478,delivered,2024-09-16 13:28:00,2024-09-19 13:28:00,2024-09-22 13:28:00,0.0,3.0,In-House,Not Returned
12479,delivered,2024-11-12 10:26:00,2024-11-21 10:26:00,2024-11-22 10:26:00,0.0,9.0,In-House,Not Returned
12480,cancelled,2024-05-14 13:28:00,,2024-05-21 13:28:00,,,In-House,
12481,cancelled,2024-03-09 09:11:00,,2024-03-17 09:11:00,,,In-House,
12482,delivered,2024-06-14 09:43:00,2024-06-23 09:43:00,2024-06-20 09:43:00,3.0,9.0,In-House,Not Returned
12483,delivered,2024-12-07 12:17:00,2024-12-07 12:17:00,2024-12-10 12:17:00,0.0,0.0,In-House,Not Returned
12484,delivered,2024-04-25 13:35:00,2024-05-05 13:35:00,2024-05-04 13:35:00,1.0,10.0,In-House,Not Returned
12485,delivered,2024-05-31 17:52:00,2024-06-04 17:52:00,2024-06-05 17:52:00,0.0,4.0,In-House,Not Returned
12486,delivered,2024-07-31 10:55:00,2024-08-04 10:55:00,2024-08-05 10:55:00,0.0,4.0,In-House,Not Returned
12487,cancelled,2024-04-05 11:02:00,,2024-04-09 11:02:00,,,In-House,
12488,delivered,2024-12-27 19:37:00,2025-01-03 19:37:00,2025-01-06 19:37:00,0.0,7.0,DHL,Returned
12489,delivered,2024-07-08 08:06:00,2024-07-15 08:06:00,2024-07-14 08:06:00,1.0,7.0,In-House,Not Returned
12490,delivered,2024-02-09 10:43:00,2024-02-09 10:43:00,2024-02-12 10:43:00,0.0,0.0,In-House,Not Returned
12491,delivered,2024-02-19 09:28:00,2024-02-27 09:28:00,2024-02-26 09:28:00,1.0,8.0,In-House,Not Returned
12492,delivered,2024-02-23 10:59:00,2024-02-27 10:59:00,2024-02-28 10:59:00,0.0,4.0,In-House,Not Returned
12493,delivered,2024-05-17 09:00:00,2024-05-28 09:00:00,2024-05-26 09:00:00,2.0,11.0,In-House,Not Returned
12494,delivered,2024-10-29 18:51:00,2024-11-06 18:51:00,2024-11-05 18:51:00,1.0,8.0,In-House,Not Returned
12495,delivered,2024-10-13 17:55:00,2024-10-22 17:55:00,2024-10-20 17:55:00,2.0,9.0,In-House,Not Returned
12496,delivered,2024-02-02 15:29:00,2024-02-11 15:29:00,2024-02-12 15:29:00,0.0,9.0,In-House,Not Returned
12497,delivered,2024-01-15 17:13:00,2024-01-23 17:13:00,2024-01-25 17:13:00,0.0,8.0,In-House,Not Returned
12498,delivered,2024-04-20 15:53:00,2024-04-26 15:53:00,2024-04-24 15:53:00,2.0,6.0,In-House,Not Returned
12499,delivered,2024-04-29 10:30:00,2024-05-04 10:30:00,2024-05-02 10:30:00,2.0,5.0,In-House,Not Returned
12500,delivered,2024-10-03 16:41:00,2024-10-11 16:41:00,2024-10-12 16:41:00,0.0,8.0,In-House,Not Returned
12501,delivered,2024-10-27 11:19:00,2024-11-06 11:19:00,2024-11-06 11:19:00,0.0,10.0,UPS,Not Returned
12502,delivered,2024-03-23 16:54:00,2024-03-26 16:54:00,2024-03-29 16:54:00,0.0,3.0,In-House,Not Returned
12503,delivered,2024-01-16 13:18:00,2024-01-20 13:18:00,2024-01-21 13:18:00,0.0,4.0,In-House,Not Returned
12504,delivered,2024-02-15 13:26:00,2024-02-21 13:26:00,2024-02-22 13:26:00,0.0,6.0,In-House,Returned
12505,delivered,2024-07-14 10:58:00,2024-07-22 10:58:00,2024-07-22 10:58:00,0.0,8.0,In-House,Not Returned
12506,delivered,2024-06-08 10:14:00,2024-06-14 10:14:00,2024-06-13 10:14:00,1.0,6.0,In-House,Not Returned
12507,delivered,2024-02-16 14:00:00,2024-02-23 14:00:00,2024-02-23 14:00:00,0.0,7.0,In-House,Not Returned
12508,delivered,2024-11-27 12:02:00,2024-12-07 12:02:00,2024-12-04 12:02:00,3.0,10.0,In-House,Not Returned
12509,delivered,2024-01-11 08:48:00,2024-01-22 08:48:00,2024-01-21 08:48:00,1.0,11.0,In-House,Not Returned
12510,delivered,2024-02-18 20:59:00,2024-02-22 20:59:00,2024-02-21 20:59:00,1.0,4.0,In-House,Not Returned
12511,delivered,2024-06-16 13:59:00,2024-06-21 13:59:00,2024-06-21 13:59:00,0.0,5.0,In-House,Not Returned
12512,delivered,2024-03-29 13:47:00,2024-04-07 13:47:00,2024-04-08 13:47:00,0.0,9.0,In-House,Not Returned
12513,cancelled,2024-06-25 19:13:00,,2024-07-04 19:13:00,,,In-House,
12514,delivered,2024-08-13 11:11:00,2024-08-19 11:11:00,2024-08-16 11:11:00,3.0,6.0,In-House,Not Returned
12515,delivered,2024-08-15 11:49:00,2024-08-18 11:49:00,2024-08-20 11:49:00,0.0,3.0,In-House,Not Returned
12516,delivered,2024-05-29 09:41:00,2024-06-09 09:41:00,2024-06-08 09:41:00,1.0,11.0,In-House,Not Returned
12517,delivered,2024-02-21 20:06:00,2024-02-24 20:06:00,2024-02-27 20:06:00,0.0,3.0,DHL,Not Returned
12518,delivered,2024-12-03 14:05:00,2024-12-12 14:05:00,2024-12-12 14:05:00,0.0,9.0,In-House,Not Returned
12519,delivered,2024-12-08 17:27:00,2024-12-19 17:27:00,2024-12-18 17:27:00,1.0,11.0,In-House,Not Returned
12520,delivered,2024-05-02 14:31:00,2024-05-06 14:31:00,2024-05-09 14:31:00,0.0,4.0,In-House,Not Returned
12521,delivered,2024-01-31 14:42:00,2024-02-07 14:42:00,2024-02-10 14:42:00,0.0,7.0,In-House,Not Returned
12522,delivered,2024-12-05 10:58:00,2024-12-10 10:58:00,2024-12-10 10:58:00,0.0,5.0,In-House,Not Returned
12523,delivered,2024-10-06 10:05:00,2024-10-13 10:05:00,2024-10-10 10:05:00,3.0,7.0,In-House,Not Returned
12524,delivered,2024-04-11 18:01:00,2024-04-23 18:01:00,2024-04-20 18:01:00,3.0,12.0,In-House,Not Returned
12525,delivered,2024-07-12 20:27:00,2024-07-20 20:27:00,2024-07-19 20:27:00,1.0,8.0,In-House,Not Returned
12526,delivered,2024-10-14 12:09:00,2024-10-25 12:09:00,2024-10-23 12:09:00,2.0,11.0,In-House,Not Returned
